"","Municipio","Infectados","Recuperados","Obitos","Total","Dia_Juliano"
"633","Varzea Grande",3,10,0,13,121
"634","Vila Bela da Santissima Trindade",1,0,0,1,121
"635","Alta Floresta",1,1,0,2,122
"636","Aripuana",0,1,1,2,122
"637","Barra do Garcas",3,0,1,4,122
"638","Caceres",5,2,1,8,122
"639","Campo Novo do Parecis",0,1,0,1,122
"640","Canarana",1,1,0,2,122
"641","Confresa",0,3,0,3,122
"642","Conquista do Oeste",1,0,0,1,122
"643","Cuiaba",37,100,1,138,122
"644","Curvelandia",1,0,0,1,122
"645","Ipiranga do Norte",0,3,0,3,122
"646","Jaciara",2,4,0,6,122
"647","Jangada",2,0,0,2,122
"648","Lambari do Oeste",0,1,0,1,122
"649","Lucas do Rio Verde",4,2,1,7,122
"650","Mirassol do Oeste",0,7,1,8,122
"651","Nova Monte Verde",0,1,0,1,122
"652","Nova Mutum",1,1,0,2,122
"653","Peixoto de Azevedo",2,0,0,2,122
"654","Pocone",0,2,0,2,122
"655","Pontal do Araguaia",1,0,0,1,122
"656","Pontes e Lacerda",1,0,0,1,122
"657","Poxoreu",1,0,0,1,122
"658","Primavera do Leste",3,6,0,9,122
"659","Querencia",2,0,0,2,122
"660","Rio Branco",1,1,0,2,122
"661","Rondonopolis",41,6,2,49,122
"662","Sao Jose dos Quatro Marcos",0,6,0,6,122
"663","Sinop",1,17,2,20,122
"664","Tangara da Serra",0,9,0,9,122
"665","Uniao do Sul",0,1,0,1,122
"666","Varzea Grande",4,10,0,14,122
"667","Vila Bela da Santissima Trindade",1,0,0,1,122
"668","Alta Floresta",1,1,0,2,123
"669","Aripuana",0,1,1,2,123
"670","Barra do Garcas",3,0,1,4,123
"671","Caceres",7,2,1,10,123
"672","Campo Novo do Parecis",0,1,0,1,123
"673","Canarana",1,1,0,2,123
"674","Confresa",0,3,0,3,123
"675","Conquista do Oeste",1,0,0,1,123
"676","Cuiaba",38,101,2,141,123
"677","Curvelandia",2,0,0,2,123
"678","Ipiranga do Norte",0,3,0,3,123
"679","Jaciara",4,4,0,8,123
"680","Jangada",2,0,0,2,123
"681","Lambari do Oeste",0,1,0,1,123
"682","Lucas do Rio Verde",4,2,1,7,123
"683","Mirassol do Oeste",0,7,1,8,123
"684","Nova Monte Verde",0,1,0,1,123
"685","Nova Mutum",4,1,0,5,123
"686","Peixoto de Azevedo",2,0,0,2,123
"687","Pocone",0,2,0,2,123
"688","Pontal do Araguaia",1,0,0,1,123
"689","Pontes e Lacerda",1,0,0,1,123
"690","Poxoreu",1,0,0,1,123
"691","Primavera do Leste",2,7,0,9,123
"692","Querencia",2,0,0,2,123
"693","Rio Branco",0,2,0,2,123
"694","Rondonopolis",42,6,2,50,123
"695","Sao Jose dos Quatro Marcos",0,6,0,6,123
"696","Sinop",1,17,2,20,123
"697","Tangara da Serra",0,9,0,9,123
"698","Uniao do Sul",0,1,0,1,123
"699","Varzea Grande",5,10,0,15,123
"700","Vila Bela da Santissima Trindade",1,0,0,1,123
"701","Alta Floresta",1,1,0,2,124
"702","Aripuana",0,1,1,2,124
"703","Barra do Garcas",3,0,1,4,124
"704","Caceres",7,2,1,10,124
"705","Campo Novo do Parecis",0,1,0,1,124
"706","Canarana",1,1,0,2,124
"707","Confresa",0,3,0,3,124
"708","Conquista do Oeste",1,0,0,1,124
"709","Cuiaba",41,101,2,144,124
"710","Curvelandia",2,0,0,2,124
"711","Ipiranga do Norte",0,3,0,3,124
"712","Jaciara",4,4,0,8,124
"713","Jangada",2,0,0,2,124
"714","Lambari do Oeste",0,1,0,1,124
"715","Lucas do Rio Verde",4,2,1,7,124
"716","Mirassol do Oeste",0,7,1,8,124
"717","Nova Monte Verde",0,1,0,1,124
"718","Nova Mutum",4,1,0,5,124
"719","Peixoto de Azevedo",2,0,0,2,124
"720","Pocone",0,2,0,2,124
"721","Pontal do Araguaia",1,0,0,1,124
"722","Pontes e Lacerda",1,0,0,1,124
"723","Poxoreu",1,0,0,1,124
"724","Primavera do Leste",2,7,0,9,124
"725","Querencia",2,0,0,2,124
"726","Rio Branco",0,2,0,2,124
"727","Rondonopolis",42,6,2,50,124
"728","Sao Jose dos Quatro Marcos",0,6,0,6,124
"729","Sinop",1,17,2,20,124
"730","Tangara da Serra",0,9,0,9,124
"731","Uniao do Sul",0,1,0,1,124
"732","Varzea Grande",6,10,0,16,124
"733","Vila Bela da Santissima Trindade",1,0,0,1,124
"734","Alta Floresta",1,1,0,2,125
"735","Aripuana",0,1,1,2,125
"736","Barra do Garcas",3,0,1,4,125
"737","Caceres",7,2,1,10,125
"738","Campo Novo do Parecis",0,1,0,1,125
"739","Canarana",1,1,0,2,125
"740","Confresa",1,3,0,4,125
"741","Conquista do Oeste",1,0,0,1,125
"742","Cuiaba",41,102,2,145,125
"743","Curvelandia",2,0,0,2,125
"744","Ipiranga do Norte",0,3,0,3,125
"745","Jaciara",2,7,0,9,125
"746","Jangada",2,0,0,2,125
"747","Lambari do Oeste",0,1,0,1,125
"748","Lucas do Rio Verde",5,2,1,8,125
"749","Mirassol do Oeste",0,7,1,8,125
"750","Nova Monte Verde",0,1,0,1,125
"751","Nova Mutum",1,3,1,5,125
"752","Peixoto de Azevedo",3,0,0,3,125
"753","Pocone",0,2,0,2,125
"754","Pontal do Araguaia",1,0,0,1,125
"755","Pontes e Lacerda",1,0,0,1,125
"756","Poxoreu",1,0,0,1,125
"757","Primavera do Leste",1,8,0,9,125
"758","Querencia",2,0,0,2,125
"759","Rio Branco",0,2,0,2,125
"760","Rondonopolis",35,13,2,50,125
"761","Sao Jose dos Quatro Marcos",0,6,0,6,125
"762","Sinop",1,17,2,20,125
"763","Tangara da Serra",1,9,0,10,125
"764","Uniao do Sul",0,1,0,1,125
"765","Varzea Grande",7,10,0,17,125
"766","Vila Bela da Santissima Trindade",1,0,0,1,125
"767","Alta Floresta",1,1,0,2,126
"768","Aripuana",0,1,1,2,126
"769","Barra do Garcas",1,2,1,4,126
"770","Caceres",7,2,1,10,126
"771","Campo Novo do Parecis",0,1,0,1,126
"772","Canarana",1,1,0,2,126
"773","Chapada dos Guimaraes",1,0,0,1,126
"774","Confresa",1,3,0,4,126
"775","Conquista do Oeste",1,0,0,1,126
"776","Cuiaba",38,108,2,148,126
"777","Curvelandia",3,0,0,3,126
"778","Ipiranga do Norte",0,3,0,3,126
"779","Jaciara",2,7,0,9,126
"780","Jangada",2,0,0,2,126
"781","Lambari do Oeste",0,1,0,1,126
"782","Lucas do Rio Verde",4,3,1,8,126
"783","Mirassol do Oeste",0,7,1,8,126
"784","Nova Monte Verde",0,1,0,1,126
"785","Nova Mutum",1,3,1,5,126
"786","Peixoto de Azevedo",3,0,0,3,126
"787","Pocone",0,2,0,2,126
"788","Pontal do Araguaia",1,0,0,1,126
"789","Pontes e Lacerda",1,0,0,1,126
"790","Poxoreu",1,0,0,1,126
"791","Primavera do Leste",2,8,0,10,126
"792","Querencia",3,0,0,3,126
"793","Rio Branco",0,2,0,2,126
"794","Rondonopolis",35,13,2,50,126
"795","Rosario Oeste",1,0,0,1,126
"796","Sao Jose dos Quatro Marcos",1,5,0,6,126
"797","Sinop",2,17,2,21,126
"798","Sorriso",4,0,0,4,126
"799","Tangara da Serra",4,9,0,13,126
"800","Uniao do Sul",0,1,0,1,126
"801","Varzea Grande",9,12,0,21,126
"802","Vila Bela da Santissima Trindade",1,0,0,1,126
"803","Alta Floresta",1,1,0,2,127
"804","Aripuana",0,1,1,2,127
"805","Barra do Garcas",1,2,1,4,127
"806","Caceres",7,2,1,10,127
"807","Campo Novo do Parecis",0,1,0,1,127
"808","Canarana",1,1,0,2,127
"809","Chapada dos Guimaraes",2,0,0,2,127
"810","Confresa",2,3,0,5,127
"811","Conquista do Oeste",1,0,0,1,127
"812","Cuiaba",41,112,2,155,127
"813","Curvelandia",3,0,0,3,127
"814","Ipiranga do Norte",0,3,0,3,127
"815","Jaciara",2,7,0,9,127
"816","Jangada",2,0,0,2,127
"817","Lambari do Oeste",0,1,0,1,127
"818","Lucas do Rio Verde",5,3,1,9,127
"819","Mirassol do Oeste",0,7,1,8,127
"820","Nova Monte Verde",0,1,0,1,127
"821","Nova Mutum",5,3,1,9,127
"822","Peixoto de Azevedo",3,0,0,3,127
"823","Pocone",0,2,0,2,127
"824","Pontal do Araguaia",1,0,0,1,127
"825","Pontes e Lacerda",1,0,0,1,127
"826","Poxoreu",1,0,0,1,127
"827","Primavera do Leste",3,8,0,11,127
"828","Querencia",5,0,0,5,127
"829","Rio Branco",0,2,0,2,127
"830","Rondonopolis",35,13,2,50,127
"831","Rosario Oeste",1,0,0,1,127
"832","Sao Jose dos Quatro Marcos",1,5,0,6,127
"833","Sao Pedro da Cipa",1,0,0,1,127
"834","Sinop",2,17,2,21,127
"835","Sorriso",4,0,0,4,127
"836","Tangara da Serra",4,9,0,13,127
"837","Uniao do Sul",0,1,0,1,127
"838","Varzea Grande",10,12,0,22,127
"839","Vila Bela da Santissima Trindade",1,0,0,1,127
"840","Alta Floresta",1,1,0,2,128
"841","Aripuana",0,1,1,2,128
"842","Barra do Garcas",3,9,1,13,128
"843","Caceres",9,2,1,12,128
"844","Campo Novo do Parecis",0,1,0,1,128
"845","Canarana",1,1,0,2,128
"846","Chapada dos Guimaraes",3,0,0,3,128
"847","Confresa",2,3,0,5,128
"848","Conquista do Oeste",1,0,0,1,128
"849","Cuiaba",46,114,2,162,128
"850","Curvelandia",3,0,0,3,128
"851","Ipiranga do Norte",0,3,0,3,128
"852","Jaciara",3,7,0,10,128
"853","Jangada",3,0,0,3,128
"854","Lambari do Oeste",0,1,0,1,128
"855","Lucas do Rio Verde",6,3,1,10,128
"856","Mirassol do Oeste",0,7,1,8,128
"857","Nova Lacerda",1,0,0,1,128
"858","Nova Monte Verde",0,1,0,1,128
"859","Nova Mutum",6,3,1,10,128
"860","Peixoto de Azevedo",3,0,0,3,128
"861","Pocone",0,2,0,2,128
"862","Pontal do Araguaia",0,1,0,1,128
"863","Pontes e Lacerda",1,0,0,1,128
"864","Poxoreu",0,1,0,1,128
"865","Primavera do Leste",2,9,0,11,128
"866","Querencia",5,0,0,5,128
"867","Rio Branco",0,2,0,2,128
"868","Rondonopolis",11,40,2,53,128
"869","Rosario Oeste",1,0,0,1,128
"870","Sao Jose dos Quatro Marcos",1,5,0,6,128
"871","Sao Pedro da Cipa",1,0,0,1,128
"872","Sinop",2,17,2,21,128
"873","Sorriso",7,0,0,7,128
"874","Tangara da Serra",4,9,0,13,128
"875","Uniao do Sul",0,1,0,1,128
"876","Varzea Grande",11,12,1,24,128
"877","Vila Bela da Santissima Trindade",1,0,0,1,128
"878","Alta Floresta",1,1,0,2,129
"879","Aripuana",1,1,1,3,129
"880","Barra do Garcas",6,9,1,16,129
"881","Caceres",10,2,1,13,129
"882","Campo Novo do Parecis",0,1,0,1,129
"883","Canarana",1,1,0,2,129
"884","Chapada dos Guimaraes",3,0,0,3,129
"885","Confresa",3,3,0,6,129
"886","Conquista do Oeste",1,0,0,1,129
"887","Cotriguacu",1,0,0,1,129
"888","Cuiaba",53,116,2,171,129
"889","Curvelandia",3,0,0,3,129
"890","Ipiranga do Norte",0,3,0,3,129
"891","Jaciara",2,8,0,10,129
"892","Jangada",3,0,0,3,129
"893","Lambari do Oeste",0,1,0,1,129
"894","Lucas do Rio Verde",9,3,1,13,129
"895","Mirassol do Oeste",0,7,1,8,129
"896","Nova Lacerda",1,0,0,1,129
"897","Nova Monte Verde",0,1,0,1,129
"898","Nova Mutum",5,4,1,10,129
"899","Peixoto de Azevedo",9,0,0,9,129
"900","Pocone",0,2,0,2,129
"901","Pontal do Araguaia",0,1,0,1,129
"902","Ponte Branca",1,0,0,1,129
"903","Pontes e Lacerda",1,0,0,1,129
"904","Poxoreu",0,1,0,1,129
"905","Primavera do Leste",4,9,0,13,129
"906","Querencia",5,0,0,5,129
"907","Rio Branco",0,2,0,2,129
"908","Rondonopolis",12,40,2,54,129
"909","Rosario Oeste",4,0,0,4,129
"910","Sao Jose dos Quatro Marcos",1,5,0,6,129
"911","Sao Pedro da Cipa",1,0,0,1,129
"912","Sinop",2,18,2,22,129
"913","Sorriso",9,0,0,9,129
"914","Tangara da Serra",4,9,0,13,129
"915","Uniao do Sul",0,1,0,1,129
"916","Vale de Sao Domingos",1,0,0,1,129
"917","Varzea Grande",18,12,1,31,129
"918","Vila Bela da Santissima Trindade",1,0,0,1,129
"919","Agua Boa",1,0,0,1,130
"920","Alta Floresta",1,1,0,2,130
"921","Aripuana",1,1,1,3,130
"922","Barra do Garcas",7,9,1,17,130
"923","Caceres",10,2,1,13,130
"924","Campo Novo do Parecis",0,1,0,1,130
"925","Canarana",1,1,0,2,130
"926","Chapada dos Guimaraes",3,0,0,3,130
"927","Confresa",3,3,0,6,130
"928","Conquista do Oeste",1,0,0,1,130
"929","Cotriguacu",1,0,0,1,130
"930","Cuiaba",65,116,2,183,130
"931","Curvelandia",3,0,0,3,130
"932","Ipiranga do Norte",0,3,0,3,130
"933","Jaciara",2,8,0,10,130
"934","Jangada",3,0,0,3,130
"935","Lambari do Oeste",0,1,0,1,130
"936","Lucas do Rio Verde",15,3,1,19,130
"937","Mirassol do Oeste",0,7,1,8,130
"938","Nova Lacerda",1,0,0,1,130
"939","Nova Monte Verde",0,1,0,1,130
"940","Nova Mutum",5,4,1,10,130
"941","Peixoto de Azevedo",10,0,0,10,130
"942","Pocone",0,2,0,2,130
"943","Pontal do Araguaia",1,1,0,2,130
"944","Ponte Branca",1,0,0,1,130
"945","Pontes e Lacerda",1,0,0,1,130
"946","Poxoreu",0,1,0,1,130
"947","Primavera do Leste",6,9,0,15,130
"948","Querencia",5,0,1,6,130
"949","Rio Branco",0,2,0,2,130
"950","Rondonopolis",14,40,2,56,130
"951","Rosario Oeste",7,0,0,7,130
"952","Santo Antonio do Leverger",1,0,0,1,130
"953","Sao Jose dos Quatro Marcos",1,5,0,6,130
"954","Sao Pedro da Cipa",1,0,0,1,130
"955","Sinop",3,18,2,23,130
"956","Sorriso",9,0,0,9,130
"957","Tangara da Serra",5,9,0,14,130
"958","Uniao do Sul",0,1,0,1,130
"959","Vale de Sao Domingos",1,0,0,1,130
"960","Varzea Grande",23,12,1,36,130
"961","Vila Bela da Santissima Trindade",1,0,0,1,130
"962","Acorizal",1,0,0,1,131
"963","Agua Boa",1,0,0,1,131
"964","Alta Floresta",1,1,0,2,131
"965","Aripuana",1,1,1,3,131
"966","Barra do Garcas",13,9,2,24,131
"967","Caceres",10,2,1,13,131
"968","Campo Novo do Parecis",0,1,0,1,131
"969","Canarana",1,1,0,2,131
"970","Chapada dos Guimaraes",4,0,0,4,131
"971","Confresa",5,3,0,8,131
"972","Conquista do Oeste",1,0,0,1,131
"973","Cotriguacu",1,0,0,1,131
"974","Cuiaba",65,118,2,185,131
"975","Curvelandia",3,0,0,3,131
"976","Ipiranga do Norte",0,3,0,3,131
"977","Jaciara",2,8,0,10,131
"978","Jangada",3,0,0,3,131
"979","Lambari do Oeste",0,1,0,1,131
"980","Lucas do Rio Verde",15,3,1,19,131
"981","Mirassol do Oeste",0,7,1,8,131
"982","Nova Lacerda",1,0,0,1,131
"983","Nova Monte Verde",0,1,0,1,131
"984","Nova Mutum",5,4,1,10,131
"985","Peixoto de Azevedo",11,0,0,11,131
"986","Pocone",0,2,0,2,131
"987","Pontal do Araguaia",1,1,0,2,131
"988","Ponte Branca",0,0,1,1,131
"989","Pontes e Lacerda",1,0,0,1,131
"990","Poxoreu",0,1,0,1,131
"991","Primavera do Leste",6,9,0,15,131
"992","Querencia",6,0,1,7,131
"993","Rio Branco",0,2,0,2,131
"994","Rondonopolis",14,40,2,56,131
"995","Rosario Oeste",8,0,0,8,131
"996","Santo Antonio do Leverger",1,0,0,1,131
"997","Sao Jose dos Quatro Marcos",1,5,0,6,131
"998","Sao Pedro da Cipa",1,0,0,1,131
"999","Sinop",3,18,2,23,131
"1000","Sorriso",9,0,0,9,131
"1001","Tangara da Serra",5,9,0,14,131
"1002","Uniao do Sul",0,1,0,1,131
"1003","Vale de Sao Domingos",1,0,1,2,131
"1004","Varzea Grande",23,12,1,36,131
"1005","Vila Bela da Santissima Trindade",1,0,0,1,131
"1006","Acorizal",1,0,0,1,132
"1007","Agua Boa",1,0,0,1,132
"1008","Alta Floresta",1,1,0,2,132
"1009","Aripuana",1,1,1,3,132
"1010","Barra do Garcas",15,9,3,27,132
"1011","Caceres",11,2,1,14,132
"1012","Campo Novo do Parecis",0,1,0,1,132
"1013","Canarana",1,1,0,2,132
"1014","Chapada dos Guimaraes",4,0,0,4,132
"1015","Confresa",5,3,0,8,132
"1016","Conquista do Oeste",1,0,0,1,132
"1017","Cotriguacu",1,0,0,1,132
"1018","Cuiaba",72,118,2,192,132
"1019","Curvelandia",3,0,0,3,132
"1020","Ipiranga do Norte",0,3,0,3,132
"1021","Jaciara",1,9,0,10,132
"1022","Jangada",4,0,0,4,132
"1023","Lambari do Oeste",0,1,0,1,132
"1024","Lucas do Rio Verde",15,5,1,21,132
"1025","Mirassol do Oeste",0,7,1,8,132
"1026","Nova Lacerda",1,0,0,1,132
"1027","Nova Monte Verde",0,1,0,1,132
"1028","Nova Mutum",4,5,1,10,132
"1029","Peixoto de Azevedo",11,0,0,11,132
"1030","Pocone",0,2,0,2,132
"1031","Pontal do Araguaia",1,1,0,2,132
"1032","Ponte Branca",0,0,1,1,132
"1033","Pontes e Lacerda",2,0,0,2,132
"1034","Poxoreu",0,1,0,1,132
"1035","Primavera do Leste",6,9,0,15,132
"1036","Querencia",6,0,1,7,132
"1037","Rio Branco",0,2,0,2,132
"1038","Rondonopolis",15,40,2,57,132
"1039","Rosario Oeste",8,0,0,8,132
"1040","Santo Antonio do Leverger",1,0,0,1,132
"1041","Sao Jose dos Quatro Marcos",1,5,0,6,132
"1042","Sao Pedro da Cipa",2,0,0,2,132
"1043","Sinop",3,18,2,23,132
"1044","Sorriso",9,0,0,9,132
"1045","Tangara da Serra",4,10,0,14,132
"1046","Tapurah",3,0,0,3,132
"1047","Uniao do Sul",0,1,0,1,132
"1048","Vale de Sao Domingos",1,0,1,2,132
"1049","Varzea Grande",28,12,1,41,132
"1050","Vila Bela da Santissima Trindade",2,0,0,2,132
"1051","Acorizal",1,0,0,1,133
"1052","Agua Boa",1,0,0,1,133
"1053","Alta Floresta",6,1,0,7,133
"1054","Aripuana",1,1,1,3,133
"1055","Barra do Garcas",15,9,3,27,133
"1056","Caceres",7,6,1,14,133
"1057","Campo Novo do Parecis",0,1,0,1,133
"1058","Canarana",1,1,0,2,133
"1059","Chapada dos Guimaraes",4,0,0,4,133
"1060","Confresa",5,3,0,8,133
"1061","Conquista do Oeste",1,0,0,1,133
"1062","Cotriguacu",1,0,0,1,133
"1063","Cuiaba",91,118,2,211,133
"1064","Curvelandia",3,0,0,3,133
"1065","Ipiranga do Norte",0,3,0,3,133
"1066","Jaciara",2,9,0,11,133
"1067","Jangada",4,0,0,4,133
"1068","Lambari do Oeste",0,1,0,1,133
"1069","Lucas do Rio Verde",17,5,1,23,133
"1070","Mirassol do Oeste",0,7,1,8,133
"1071","Nossa Senhora do Livramento",1,0,0,1,133
"1072","Nova Lacerda",1,0,0,1,133
"1073","Nova Monte Verde",0,1,0,1,133
"1074","Nova Mutum",5,5,1,11,133
"1075","Peixoto de Azevedo",13,0,0,13,133
"1076","Pocone",0,2,0,2,133
"1077","Pontal do Araguaia",1,1,0,2,133
"1078","Ponte Branca",0,0,1,1,133
"1079","Pontes e Lacerda",2,0,0,2,133
"1080","Poxoreu",0,1,0,1,133
"1081","Primavera do Leste",10,9,0,19,133
"1082","Querencia",6,0,1,7,133
"1083","Rio Branco",0,2,0,2,133
"1084","Rondonopolis",21,40,2,63,133
"1085","Rosario Oeste",11,0,0,11,133
"1086","Santo Antonio do Leverger",1,0,0,1,133
"1087","Sao Jose dos Quatro Marcos",1,5,0,6,133
"1088","Sao Pedro da Cipa",2,0,0,2,133
"1089","Sinop",5,18,2,25,133
"1090","Sorriso",12,0,0,12,133
"1091","Tangara da Serra",4,10,0,14,133
"1092","Tapurah",3,0,0,3,133
"1093","Uniao do Sul",0,1,0,1,133
"1094","Vale de Sao Domingos",1,0,1,2,133
"1095","Varzea Grande",34,13,2,49,133
"1096","Vila Bela da Santissima Trindade",2,0,0,2,133
"1097","Acorizal",1,0,0,1,134
"1098","Agua Boa",2,0,0,2,134
"1099","Alta Floresta",6,1,0,7,134
"1100","Aripuana",1,1,1,3,134
"1101","Barra do Garcas",25,9,3,37,134
"1102","Caceres",9,6,2,17,134
"1103","Campo Novo do Parecis",1,1,0,2,134
"1104","Canarana",1,1,0,2,134
"1105","Chapada dos Guimaraes",6,0,0,6,134
"1106","Confresa",7,3,0,10,134
"1107","Conquista do Oeste",0,1,0,1,134
"1108","Cotriguacu",1,0,0,1,134
"1109","Cuiaba",105,120,2,227,134
"1110","Curvelandia",2,2,0,4,134
"1111","Ipiranga do Norte",0,3,0,3,134
"1112","Jaciara",3,9,0,12,134
"1113","Jangada",6,0,0,6,134
"1114","Lambari do Oeste",0,1,0,1,134
"1115","Lucas do Rio Verde",17,5,1,23,134
"1116","Mirassol do Oeste",0,7,1,8,134
"1117","Nobres",1,0,0,1,134
"1118","Nossa Senhora do Livramento",1,0,0,1,134
"1119","Nova Lacerda",1,0,0,1,134
"1120","Nova Monte Verde",0,1,0,1,134
"1121","Nova Mutum",5,5,1,11,134
"1122","Peixoto de Azevedo",9,4,0,13,134
"1123","Pocone",0,2,0,2,134
"1124","Pontal do Araguaia",1,1,0,2,134
"1125","Ponte Branca",0,0,1,1,134
"1126","Pontes e Lacerda",2,0,0,2,134
"1127","Poxoreu",0,1,0,1,134
"1128","Primavera do Leste",12,9,0,21,134
"1129","Querencia",6,0,1,7,134
"1130","Rio Branco",0,2,0,2,134
"1131","Rondonopolis",24,40,2,66,134
"1132","Rosario Oeste",16,0,0,16,134
"1133","Santo Antonio do Leverger",1,0,0,1,134
"1134","Sao Felix do Araguaia",1,0,0,1,134
"1135","Sao Jose dos Quatro Marcos",1,5,0,6,134
"1136","Sao Pedro da Cipa",2,0,0,2,134
"1137","Sinop",6,18,2,26,134
"1138","Sorriso",12,0,0,12,134
"1139","Tangara da Serra",7,11,0,18,134
"1140","Tapurah",3,0,0,3,134
"1141","Uniao do Sul",0,1,0,1,134
"1142","Vale de Sao Domingos",1,0,1,2,134
"1143","Varzea Grande",46,13,2,61,134
"1144","Vila Bela da Santissima Trindade",2,0,0,2,134
"1145","Acorizal",1,0,0,1,135
"1146","Agua Boa",3,0,0,3,135
"1147","Alta Floresta",6,1,0,7,135
"1148","Alto Paraguai",1,0,0,1,135
"1149","Aripuana",1,1,1,3,135
"1150","Barra do Garcas",33,9,3,45,135
"1151","Caceres",10,6,2,18,135
"1152","Campo Novo do Parecis",1,1,0,2,135
"1153","Campo Verde",1,0,0,1,135
"1154","Canarana",1,1,0,2,135
"1155","Chapada dos Guimaraes",5,0,1,6,135
"1156","Confresa",8,3,0,11,135
"1157","Conquista do Oeste",0,1,0,1,135
"1158","Cotriguacu",1,0,0,1,135
"1159","Cuiaba",110,123,2,235,135
"1160","Curvelandia",2,2,0,4,135
"1161","Ipiranga do Norte",0,3,0,3,135
"1162","Jaciara",3,9,0,12,135
"1163","Jangada",7,0,0,7,135
"1164","Juscimeira",1,0,0,1,135
"1165","Lambari do Oeste",0,1,0,1,135
"1166","Lucas do Rio Verde",23,5,2,30,135
"1167","Mirassol do Oeste",0,7,1,8,135
"1168","Nobres",1,0,0,1,135
"1169","Nossa Senhora do Livramento",1,0,0,1,135
"1170","Nova Lacerda",2,0,0,2,135
"1171","Nova Monte Verde",0,1,0,1,135
"1172","Nova Mutum",3,8,1,12,135
"1173","Peixoto de Azevedo",9,4,0,13,135
"1174","Pocone",0,2,0,2,135
"1175","Pontal do Araguaia",2,1,0,3,135
"1176","Ponte Branca",0,0,1,1,135
"1177","Pontes e Lacerda",2,0,0,2,135
"1178","Poxoreu",0,1,0,1,135
"1179","Primavera do Leste",19,9,0,28,135
"1180","Querencia",5,1,1,7,135
"1181","Rio Branco",0,2,0,2,135
"1182","Rondonopolis",27,40,2,69,135
"1183","Rosario Oeste",16,0,0,16,135
"1184","Santo Antonio do Leverger",0,1,0,1,135
"1185","Sao Felix do Araguaia",1,0,0,1,135
"1186","Sao Jose dos Quatro Marcos",1,5,0,6,135
"1187","Sao Pedro da Cipa",2,0,0,2,135
"1188","Sinop",6,18,2,26,135
"1189","Sorriso",16,2,0,18,135
"1190","Tangara da Serra",7,11,0,18,135
"1191","Tapurah",7,0,0,7,135
"1192","Uniao do Sul",0,1,0,1,135
"1193","Vale de Sao Domingos",1,0,1,2,135
"1194","Varzea Grande",50,13,3,66,135
"1195","Vila Bela da Santissima Trindade",2,0,0,2,135
"1196","Acorizal",1,0,0,1,136
"1197","Agua Boa",3,0,0,3,136
"1198","Alta Floresta",6,1,0,7,136
"1199","Alto Paraguai",1,0,0,1,136
"1200","Aripuana",1,1,1,3,136
"1201","Barra do Garcas",33,9,3,45,136
"1202","Caceres",9,7,2,18,136
"1203","Campo Novo do Parecis",1,1,0,2,136
"1204","Campo Verde",1,0,0,1,136
"1205","Canarana",1,1,0,2,136
"1206","Chapada dos Guimaraes",5,1,1,7,136
"1207","Confresa",14,3,0,17,136
"1208","Conquista do Oeste",0,1,0,1,136
"1209","Cotriguacu",1,0,0,1,136
"1210","Cuiaba",125,125,2,252,136
"1211","Curvelandia",2,2,0,4,136
"1212","Ipiranga do Norte",0,3,0,3,136
"1213","Jaciara",2,10,0,12,136
"1214","Jangada",7,0,0,7,136
"1215","Juscimeira",1,0,0,1,136
"1216","Lambari do Oeste",0,1,0,1,136
"1217","Lucas do Rio Verde",23,5,2,30,136
"1218","Mirassol do Oeste",0,7,1,8,136
"1219","Nobres",1,0,0,1,136
"1220","Nossa Senhora do Livramento",1,0,0,1,136
"1221","Nova Lacerda",2,0,0,2,136
"1222","Nova Monte Verde",0,1,0,1,136
"1223","Nova Mutum",3,8,1,12,136
"1224","Nova Olimpia",1,0,0,1,136
"1225","Nova Ubirata",1,0,0,1,136
"1226","Nova Xavantina",1,0,0,1,136
"1227","Peixoto de Azevedo",7,8,0,15,136
"1228","Pocone",0,2,0,2,136
"1229","Pontal do Araguaia",3,1,0,4,136
"1230","Ponte Branca",0,0,1,1,136
"1231","Pontes e Lacerda",4,0,0,4,136
"1232","Poxoreu",1,1,0,2,136
"1233","Primavera do Leste",22,9,0,31,136
"1234","Querencia",5,1,1,7,136
"1235","Rio Branco",0,2,0,2,136
"1236","Rondolandia",0,2,0,2,136
"1237","Rondonopolis",28,40,2,70,136
"1238","Rosario Oeste",20,0,0,20,136
"1239","Santa Rita do Trivelato",1,0,0,1,136
"1240","Santo Antonio do Leverger",0,1,0,1,136
"1241","Sao Felix do Araguaia",1,0,0,1,136
"1242","Sao Jose dos Quatro Marcos",1,5,0,6,136
"1243","Sao Pedro da Cipa",4,0,0,4,136
"1244","Sinop",6,18,2,26,136
"1245","Sorriso",16,2,0,18,136
"1246","Tangara da Serra",14,11,0,25,136
"1247","Tapurah",7,0,0,7,136
"1248","Uniao do Sul",0,1,0,1,136
"1249","Vale de Sao Domingos",1,0,1,2,136
"1250","Varzea Grande",50,13,4,67,136
"1251","Vila Bela da Santissima Trindade",2,0,0,2,136
"1252","Vila Rica",4,0,0,4,136
